Name of MALDI Data,X,Y,Z,Radii
0_R10X151Y174,-16.9553,41.1053,40.3283,1
0_R10X151Y175,-16.9508,41.2103,40.4634,1
0_R10X151Y176,-17.0082,41.3745,40.6298,1
0_R10X151Y177,-17.018,41.4453,40.7434,1
0_R10X151Y178,-17.0219,41.5049,40.8508,1
0_R10X151Y179,-17.0372,41.5857,41.001,1
0_R10X151Y180,-17.0147,41.6555,41.1851,1
0_R10X151Y181,-17.0276,41.7339,41.3705,1
0_R10X151Y182,-17.0535,41.8144,41.5846,1
0_R10X151Y183,-17.0646,41.874,41.7635,1
0_R10X151Y184,-17.2243,42.0229,42.109,1
0_R10X151Y185,-17.3859,42.108,42.5447,1
0_R10X151Y186,-17.5448,42.1654,42.8968,1
0_R10X151Y187,-17.7545,42.2034,43.2886,1
0_R10X151Y188,-17.9881,42.1522,43.4701,1
0_R10X151Y189,-18.2026,42.0686,43.6951,1
0_R10X151Y190,-18.3767,41.9769,44.0646,1
0_R10X151Y191,-18.5798,41.8876,44.2098,1
0_R10X151Y192,-18.6891,41.8101,44.366,1
0_R10X151Y193,-18.9353,41.5667,44.5275,1
0_R10X151Y194,-19.0731,41.3158,44.6305,1
0_R10X151Y195,-19.195,41.1166,44.6265,1
0_R10X151Y196,-19.3288,40.9003,44.6967,1
0_R10X151Y197,-19.4037,40.7951,44.8135,1
0_R10X151Y198,-19.538,40.6768,44.833,1
0_R10X151Y199,-19.6123,40.5689,44.8787,1
0_R10X151Y200,-19.7483,40.3271,44.9477,1
0_R10X151Y201,-19.8699,40.1056,44.9171,1
0_R10X151Y202,-19.9675,39.8407,44.9226,1
0_R10X151Y203,-20.0794,39.6151,44.8518,1
0_R10X151Y204,-20.1675,39.4169,44.7939,1
0_R10X151Y205,-20.2599,39.2228,44.7508,1
0_R10X151Y206,-20.3389,39.0519,44.744,1
0_R10X151Y207,-20.4406,38.8336,44.7342,1
0_R10X151Y208,-20.5352,38.588,44.7279,1
0_R10X151Y209,-20.6222,38.3063,44.6804,1
0_R10X151Y210,-20.6368,38.0153,44.5712,1
0_R10X151Y211,-20.6632,37.87,44.4378,1
0_R10X151Y212,-20.7627,37.5532,44.3642,1
0_R10X151Y213,-20.8593,37.3149,44.3114,1
0_R10X151Y214,-20.8858,37.108,44.2,1
0_R10X151Y215,-20.8955,36.9112,43.9889,1
0_R10X151Y216,-20.85,36.7241,43.8877,1
0_R10X151Y217,-20.7938,36.525,43.6707,1
0_R10X151Y218,-20.7162,36.3627,43.5144,1
0_R10X151Y219,-20.5874,36.1552,43.1233,1
0_R10X151Y220,-20.4394,36.0236,42.8632,1
0_R10X151Y221,-20.302,35.923,42.5526,1
0_R10X151Y222,-20.1764,35.8575,42.3045,1
0_R10X151Y223,-20.0498,35.7889,42.047,1
0_R10X151Y224,-19.9943,35.7578,41.841,1
0_R10X151Y225,-19.9285,35.7103,41.6623,1
0_R10X151Y226,-19.885,35.6683,41.5249,1
0_R10X151Y227,-19.8146,35.6133,41.4274,1
0_R10X151Y228,-19.7488,35.5655,41.3114,1
0_R10X151Y229,-19.6437,35.5191,41.1889,1
0_R10X152Y165,-19.2764,35.3936,41.3583,1
0_R10X152Y166,-19.4326,35.4502,41.5932,1
0_R10X152Y167,-19.4938,35.4858,41.705,1
0_R10X152Y168,-19.5884,35.546,41.8343,1
0_R10X152Y169,-19.6364,35.5788,41.945,1
0_R10X152Y170,-19.7185,35.6239,42.0821,1
0_R10X152Y171,-19.8085,35.6674,42.2757,1
0_R10X152Y172,-19.9204,35.7172,42.5221,1
0_R10X152Y173,-20.0332,35.766,42.7757,1
0_R10X152Y174,-20.1782,35.831,43.0765,1
0_R10X152Y175,-20.3481,35.9484,43.3644,1
0_R10X152Y176,-20.4851,36.1287,43.7623,1
0_R10X152Y177,-20.5593,36.2615,43.9125,1
0_R10X152Y178,-20.6675,36.5286,44.1081,1
0_R10X152Y179,-20.691,36.731,44.2226,1
0_R10X152Y180,-20.6479,36.9605,44.3998,1
0_R10X152Y181,-20.5326,37.2787,44.4937,1
0_R10X152Y182,-20.5219,37.5042,44.6039,1
0_R10X152Y183,-20.5098,37.7104,44.7216,1
0_R10X152Y184,-20.5091,37.9107,44.7842,1
0_R10X152Y185,-20.4617,38.1508,44.884,1
0_R10X152Y186,-20.4048,38.4569,44.944,1
0_R10X152Y187,-20.3168,38.7127,44.9567,1
0_R10X152Y188,-20.2264,38.9562,44.9485,1
0_R10X152Y189,-20.1671,39.1293,44.9509,1
0_R10X152Y190,-20.0644,39.3256,45.0347,1
0_R10X152Y191,-19.959,39.5912,45.0852,1
0_R10X152Y192,-19.8127,39.8352,45.2084,1
0_R10X152Y193,-19.6942,40.074,45.2368,1
0_R10X152Y194,-19.5765,40.2859,45.2582,1
0_R10X152Y195,-19.4751,40.4716,45.2178,1
0_R10X152Y196,-19.342,40.6507,45.1571,1
0_R10X152Y197,-19.2297,40.7986,45.0741,1
0_R10X152Y198,-19.1288,40.9218,44.9171,1
0_R10X152Y199,-19.0383,41.0639,44.7843,1
0_R10X152Y200,-18.8908,41.2761,44.7911,1
0_R10X152Y201,-18.7393,41.54,44.7628,1
0_R10X152Y202,-18.4689,41.8129,44.6971,1
0_R10X152Y203,-18.3012,41.9129,44.5658,1
0_R10X152Y204,-18.1347,41.9888,44.4259,1
0_R10X152Y205,-17.9748,42.0744,44.1747,1
0_R10X152Y206,-17.8331,42.1539,43.8969,1
0_R10X152Y207,-17.6006,42.2007,43.7358,1
0_R10X152Y208,-17.3812,42.2357,43.4842,1
0_R10X152Y209,-17.1852,42.2425,43.2115,1
0_R10X152Y210,-16.9998,42.1978,42.8472,1
0_R10X152Y211,-16.8663,42.0969,42.5161,1
0_R10X152Y212,-16.7272,41.9399,42.2724,1
0_R10X152Y213,-16.6408,41.7444,41.9665,1
0_R10X152Y214,-16.5987,41.6036,41.6681,1
0_R10X152Y215,-16.5587,41.4872,41.4563,1
0_R10X152Y216,-16.511,41.3563,41.2616,1
0_R10X152Y217,-16.5065,41.2571,41.1012,1
0_R10X152Y218,-16.493,41.1527,40.9626,1
0_R10X152Y219,-16.5099,41.0171,40.7516,1
0_R10X152Y220,-16.5515,40.9366,40.5904,1
0_R10X152Y221,-16.5566,40.8249,40.4688,1
0_R10X152Y222,-16.5979,40.7316,40.3239,1
0_R10X152Y223,-16.6293,40.6359,40.2028,1
0_R10X152Y224,-16.7042,40.5359,40.0509,1
0_R10X152Y225,-16.734,40.4039,39.9427,1
0_R10X152Y226,-16.7829,40.3113,39.8427,1
0_R10X152Y227,-16.8124,40.2454,39.779,1
0_R10X152Y228,-16.8144,40.1837,39.7475,1
0_R10X152Y229,-16.8116,40.122,39.7232,1
0_R10X152Y230,-16.7963,40.032,39.7056,1
0_R10X153Y165,-16.5447,39.8094,39.8714,1
0_R10X153Y166,-16.5166,39.9308,39.9605,1
0_R10X153Y167,-16.468,40.0564,40.0772,1
0_R10X153Y168,-16.4089,40.2131,40.218,1
0_R10X153Y169,-16.3242,40.418,40.4351,1
0_R10X153Y170,-16.2744,40.56,40.6079,1
0_R10X153Y171,-16.253,40.6681,40.7422,1
0_R10X153Y172,-16.2279,40.7701,40.8954,1
0_R10X153Y173,-16.2184,40.8627,41.0295,1
0_R10X153Y174,-16.2301,40.9681,41.1561,1
0_R10X153Y175,-16.2065,41.0771,41.3453,1
0_R10X153Y176,-16.2089,41.2093,41.5031,1
0_R10X153Y177,-16.2266,41.3151,41.638,1
0_R10X153Y178,-16.2202,41.4361,41.8271,1
0_R10X153Y179,-16.2381,41.6224,42.1199,1
0_R10X153Y180,-16.2233,41.764,42.3512,1
0_R10X153Y181,-16.3644,42.0391,42.7606,1
0_R10X153Y182,-16.6094,42.1937,43.1755,1
0_R10X153Y183,-16.8579,42.2118,43.5089,1
0_R10X153Y184,-17.0907,42.2005,43.8359,1
0_R10X153Y185,-17.335,42.1432,44.1987,1
0_R10X153Y186,-17.524,42.0936,44.374,1
0_R10X153Y187,-17.6975,42.0426,44.5454,1
0_R10X153Y188,-17.8664,41.9738,44.7363,1
0_R10X153Y189,-18.0284,41.8935,44.9097,1
0_R10X153Y190,-18.1944,41.8145,45.0012,1
0_R10X153Y191,-18.3753,41.6329,45.1533,1
0_R10X153Y192,-18.5056,41.4836,45.1449,1
0_R10X153Y193,-18.618,41.2526,45.1855,1
0_R10X153Y194,-18.7651,41.0473,45.1824,1
0_R10X153Y195,-18.889,40.9204,45.2828,1
0_R10X153Y196,-18.9963,40.8009,45.3805,1
0_R10X153Y197,-19.0591,40.6483,45.4919,1
0_R10X153Y198,-19.1853,40.4542,45.5499,1
0_R10X153Y199,-19.3086,40.2174,45.5988,1
0_R10X153Y200,-19.4471,39.9741,45.6122,1
0_R10X153Y201,-19.6202,39.6752,45.5863,1
0_R10X153Y202,-19.7985,39.4326,45.4665,1
0_R10X153Y203,-19.8957,39.2078,45.3935,1
0_R10X153Y204,-19.9597,38.8731,45.3119,1
0_R10X153Y205,-20.0595,38.6244,45.2147,1
0_R10X153Y206,-20.1565,38.3335,45.1714,1
0_R10X153Y207,-20.2121,38.0746,45.1571,1
0_R10X153Y208,-20.3077,37.7244,45.0692,1
0_R10X153Y209,-20.3334,37.3965,44.9513,1
0_R10X153Y210,-20.342,37.1843,44.8266,1
0_R10X153Y211,-20.3876,36.9221,44.7026,1
0_R10X153Y212,-20.4346,36.6124,44.6487,1
0_R10X153Y213,-20.4265,36.4174,44.5413,1
0_R10X153Y214,-20.3648,36.2002,44.4015,1
0_R10X153Y215,-20.3184,36.0526,44.2241,1
0_R10X153Y216,-20.2693,35.9403,43.9551,1
0_R10X153Y217,-20.179,35.8313,43.6415,1
0_R10X153Y218,-20.0134,35.7375,43.3906,1
0_R10X153Y219,-19.9051,35.6972,43.1194,1
0_R10X153Y220,-19.829,35.673,42.8744,1
0_R10X153Y221,-19.729,35.6327,42.616,1
0_R10X153Y222,-19.5581,35.5642,42.3988,1
0_R10X153Y223,-19.4993,35.525,42.2187,1
0_R10X153Y224,-19.4175,35.4768,42.0117,1
0_R10X153Y225,-19.3335,35.4232,41.8511,1
0_R10X153Y226,-19.2387,35.3702,41.7376,1
0_R10X153Y227,-19.1483,35.3297,41.5972,1
0_R10X153Y228,-19.0898,35.3106,41.4652,1
0_R10X153Y229,-18.9528,35.2478,41.4445,1
0_R10X153Y230,-18.846,35.1909,41.4772,1
0_R10X154Y165,-18.7424,35.1255,41.5624,1
0_R10X154Y166,-18.9038,35.1971,41.6966,1
0_R10X154Y167,-19.0052,35.2552,41.8595,1
0_R10X154Y168,-19.1249,35.3354,42.0517,1
0_R10X154Y169,-19.2291,35.4239,42.2912,1
0_R10X154Y170,-19.309,35.4996,42.5518,1
0_R10X154Y171,-19.4397,35.5461,42.8074,1
0_R10X154Y172,-19.5639,35.578,43.0362,1
0_R10X154Y173,-19.6803,35.5989,43.2497,1
0_R10X154Y174,-19.8048,35.6294,43.4487,1
0_R10X154Y175,-19.9232,35.673,43.6494,1
0_R10X154Y176,-20.0901,35.7766,43.9103,1
0_R10X154Y177,-20.1236,35.8423,44.2312,1
0_R10X154Y178,-20.2149,36.0296,44.5252,1
0_R10X154Y179,-20.2699,36.213,44.7007,1
0_R10X154Y180,-20.2647,36.5167,44.9426,1
0_R10X154Y181,-20.0552,37.0593,45.1085,1
0_R10X154Y182,-20.0625,37.2909,45.205,1
0_R10X154Y183,-20.0297,37.59,45.3618,1
0_R10X154Y184,-19.9832,37.937,45.4672,1
0_R10X154Y185,-19.9273,38.1663,45.5025,1
0_R10X154Y186,-19.7795,38.5113,45.536,1
0_R10X154Y187,-19.7122,38.8253,45.6434,1
0_R10X154Y188,-19.6544,39.1392,45.7251,1
0_R10X154Y189,-19.5371,39.3779,45.7813,1
0_R10X154Y190,-19.3849,39.614,45.8336,1
0_R10X154Y191,-19.2448,39.8861,45.8329,1
0_R10X154Y192,-19.1415,40.0886,45.8217,1
0_R10X154Y193,-18.9695,40.347,45.8143,1
0_R10X154Y194,-18.8073,40.5926,45.7812,1
0_R10X154Y195,-18.7036,40.7543,45.7473,1
0_R10X154Y196,-18.5986,40.9295,45.6918,1
0_R10X154Y197,-18.4702,41.1324,45.6452,1
0_R10X154Y198,-18.3646,41.3162,45.6112,1
0_R10X154Y199,-18.2422,41.5041,45.5764,1
0_R10X154Y200,-18.0778,41.6646,45.4904,1
0_R10X154Y201,-17.9265,41.7736,45.2949,1
0_R10X154Y202,-17.6429,41.8732,45.1009,1
0_R10X154Y203,-17.5469,41.9336,44.9443,1
0_R10X154Y204,-17.4423,41.9765,44.8207,1
0_R10X154Y205,-17.2803,42.0276,44.6786,1
0_R10X154Y206,-17.1564,42.0658,44.5475,1
0_R10X154Y207,-17.0334,42.0966,44.3923,1
0_R10X154Y208,-16.8839,42.1343,44.2427,1
0_R10X154Y209,-16.7275,42.1682,44.0362,1
0_R10X154Y210,-16.5527,42.1774,43.7777,1
0_R10X154Y211,-16.3944,42.1523,43.5417,1
0_R10X154Y212,-16.2397,42.1029,43.2299,1
0_R10X154Y213,-16.0449,41.9522,42.9347,1
0_R10X154Y214,-15.9427,41.7722,42.6371,1
0_R10X154Y215,-15.8653,41.5469,42.3518,1
0_R10X154Y216,-15.8814,41.3862,42.1354,1
0_R10X154Y217,-15.8608,41.1687,41.8948,1
0_R10X154Y218,-15.8575,40.997,41.7013,1
0_R10X154Y219,-15.8721,40.8149,41.4919,1
0_R10X154Y220,-15.8817,40.6688,41.3219,1
0_R10X154Y221,-15.8941,40.529,41.15,1
0_R10X154Y222,-15.9365,40.3814,40.9193,1
0_R10X154Y223,-15.9618,40.2146,40.7305,1
0_R10X154Y224,-16.016,40.0869,40.5752,1
0_R10X154Y225,-16.0547,39.9579,40.4399,1
0_R10X154Y226,-16.0743,39.8709,40.3557,1
0_R10X154Y227,-16.1278,39.7734,40.2469,1
0_R10X154Y228,-16.1685,39.6081,40.1102,1
0_R10X154Y229,-16.1107,39.4644,40.0543,1
0_R10X154Y230,-15.9958,39.3383,40.0024,1
0_R10X155Y165,-15.7752,39.2892,40.0708,1
0_R10X155Y166,-15.7742,39.3741,40.1526,1
0_R10X155Y167,-15.7806,39.4955,40.2628,1
0_R10X155Y168,-15.7837,39.6114,40.369,1
0_R10X155Y169,-15.7445,39.7033,40.4873,1
0_R10X155Y170,-15.7069,39.795,40.6032,1
0_R10X155Y171,-15.6551,39.9658,40.8224,1
0_R10X155Y172,-15.5839,40.0529,41.012,1
0_R10X155Y173,-15.5455,40.1294,41.1516,1
0_R10X155Y174,-15.5209,40.298,41.3747,1
0_R10X155Y175,-15.4779,40.4827,41.6268,1
0_R10X155Y176,-15.4644,40.7138,41.8716,1
0_R10X155Y177,-15.4801,40.9276,42.0748,1
0_R10X155Y178,-15.4876,41.1158,42.2815,1
0_R10X155Y179,-15.5045,41.2708,42.4446,1
0_R10X155Y180,-15.5085,41.5078,42.7406,1
0_R10X155Y181,-15.593,41.7937,43.1264,1
0_R10X155Y182,-15.7726,41.941,43.374,1
0_R10X155Y183,-15.9804,42.0889,43.7576,1
0_R10X155Y184,-16.0476,42.1154,44.0226,1
0_R10X155Y185,-16.2141,42.1261,44.2086,1
0_R10X155Y186,-16.4168,42.139,44.4829,1
0_R10X155Y187,-16.5971,42.1115,44.693,1
0_R10X155Y188,-16.7034,42.0805,44.8427,1
0_R10X155Y189,-16.9117,42.0334,44.9871,1
0_R10X155Y190,-17.0946,41.9581,45.1344,1
0_R10X155Y191,-17.1888,41.8857,45.2591,1
0_R10X155Y192,-17.3368,41.8296,45.2923,1
0_R10X155Y193,-17.5619,41.7341,45.4339,1
0_R10X155Y194,-17.709,41.6597,45.5998,1
0_R10X155Y195,-17.9338,41.5393,45.735,1
0_R10X155Y196,-18.0881,41.4101,45.8083,1
0_R10X155Y197,-18.2345,41.2275,45.8666,1
0_R10X155Y198,-18.3541,41.0372,45.8622,1
0_R10X155Y199,-18.4749,40.8437,45.8854,1
0_R10X155Y200,-18.5894,40.6248,45.9397,1
0_R10X155Y201,-18.7028,40.4291,45.9769,1
0_R10X155Y202,-18.8368,40.2029,46.0136,1
0_R10X155Y203,-18.9963,39.9343,46.0241,1
0_R10X155Y204,-19.118,39.7092,46.0151,1
0_R10X155Y205,-19.2147,39.5271,45.9764,1
0_R10X155Y206,-19.3094,39.36,45.917,1
0_R10X155Y207,-19.4717,39.0846,45.9087,1
0_R10X155Y208,-19.5688,38.783,45.8782,1
0_R10X155Y209,-19.6373,38.5144,45.745,1
0_R10X155Y210,-19.7315,38.1743,45.719,1
0_R10X155Y211,-19.853,37.8307,45.6468,1
0_R10X155Y212,-19.9043,37.6128,45.5658,1
0_R10X155Y213,-19.9438,37.2607,45.4181,1
0_R10X155Y214,-19.9356,37.0159,45.3195,1
0_R10X155Y215,-20.1375,36.4859,45.1298,1
0_R10X155Y216,-20.1671,36.2491,44.954,1
0_R10X155Y217,-20.1398,36.0513,44.7911,1
0_R10X155Y218,-20.1208,35.9297,44.6124,1
0_R10X155Y219,-20.0519,35.7857,44.3891,1
0_R10X155Y220,-19.8364,35.5912,44.1091,1
0_R10X155Y221,-19.7508,35.5553,43.8999,1
0_R10X155Y222,-19.6326,35.5259,43.6717,1
0_R10X155Y223,-19.4171,35.4718,43.4023,1
0_R10X155Y224,-19.2708,35.4578,43.1623,1
0_R10X155Y225,-19.1501,35.437,42.947,1
0_R10X155Y226,-19.0141,35.3834,42.7054,1
0_R10X155Y227,-18.9275,35.3035,42.4491,1
0_R10X155Y228,-18.8367,35.1994,42.2048,1
0_R10X155Y229,-18.7972,35.1539,42.0412,1
0_R10X155Y230,-18.6647,35.0668,41.8569,1
0_R10X155Y231,-18.5503,35.0071,41.7085,1
0_R10X156Y164,-18.3022,34.8383,41.8992,1
0_R10X156Y165,-18.4145,34.9178,42.0883,1
0_R10X156Y166,-18.4631,34.9801,42.3251,1
0_R10X156Y167,-18.505,35.0386,42.4909,1
0_R10X156Y168,-18.5541,35.0947,42.7464,1
0_R10X156Y169,-18.6882,35.1625,43.0583,1
0_R10X156Y170,-18.8314,35.1986,43.2622,1
0_R10X156Y171,-18.9718,35.2135,43.4914,1
0_R10X156Y172,-19.1179,35.2156,43.7385,1
0_R10X156Y173,-19.2857,35.2319,44.0221,1
0_R10X156Y174,-19.4044,35.2504,44.2261,1
0_R10X156Y175,-19.5676,35.3204,44.4311,1
0_R10X156Y176,-19.736,35.4142,44.7416,1
0_R10X156Y177,-19.8309,35.5755,45.0103,1
0_R10X156Y178,-19.8657,35.7365,45.1909,1
0_R10X156Y179,-19.8481,35.9933,45.3825,1
0_R10X156Y180,-19.8324,36.2376,45.5259,1
0_R10X156Y181,-19.7633,36.645,45.7355,1
0_R10X156Y182,-19.7337,37.0368,45.8197,1
0_R10X156Y183,-19.6563,37.3404,45.9814,1
0_R10X156Y184,-19.5172,37.691,46.0777,1
0_R10X156Y185,-19.3886,38.0835,46.1272,1
0_R10X156Y186,-19.3366,38.3598,46.1691,1
0_R10X156Y187,-19.3139,38.6166,46.2816,1
0_R10X156Y188,-19.076,38.9937,46.2755,1
0_R10X156Y189,-18.9384,39.2808,46.3094,1
0_R10X156Y190,-18.89,39.4791,46.344,1
0_R10X156Y191,-18.8181,39.6382,46.3389,1
0_R10X156Y192,-18.6278,39.9793,46.3086,1
0_R10X156Y193,-18.4982,40.2084,46.2737,1
0_R10X156Y194,-18.3413,40.4136,46.2527,1
0_R10X156Y195,-18.2285,40.6144,46.208,1
0_R10X156Y196,-18.1148,40.8355,46.1574,1
0_R10X156Y197,-17.9513,41.0862,46.1203,1
0_R10X156Y198,-17.8344,41.2856,46.0533,1
0_R10X156Y199,-17.6752,41.4405,45.9644,1
0_R10X156Y200,-17.4931,41.5618,45.8187,1
0_R10X156Y201,-17.1937,41.738,45.5638,1
0_R10X156Y202,-16.9943,41.8313,45.5198,1
0_R10X156Y203,-16.8463,41.9458,45.3686,1
0_R10X156Y204,-16.703,42.0301,45.217,1
0_R10X156Y205,-16.5258,42.0685,45.052,1
0_R10X156Y206,-16.3705,42.0943,44.8355,1
0_R10X156Y207,-16.2142,42.0917,44.609,1
0_R10X156Y208,-16.0316,42.0823,44.3695,1
0_R10X156Y209,-15.8008,42.0635,44.2207,1
0_R10X156Y210,-15.6445,42.0261,44.0028,1
0_R10X156Y211,-15.4464,41.8781,43.6352,1
0_R10X156Y212,-15.3788,41.7606,43.3134,1
0_R10X156Y213,-15.3266,41.5947,43.0824,1
0_R10X156Y214,-15.2689,41.4005,42.8891,1
0_R10X156Y215,-15.2843,41.2323,42.6587,1
0_R10X156Y216,-15.2883,41.1188,42.5186,1
0_R10X156Y217,-15.2755,40.9842,42.3762,1
0_R10X156Y218,-15.2104,40.799,42.2433,1
0_R10X156Y219,-15.2153,40.6661,42.1076,1
0_R10X156Y220,-15.2076,40.5407,41.9955,1
0_R10X156Y221,-15.2358,40.4296,41.8498,1
0_R10X156Y222,-15.2121,40.2581,41.6889,1
0_R10X156Y223,-15.1945,40.0544,41.4718,1
0_R10X156Y224,-15.2285,39.8925,41.2355,1
0_R10X156Y225,-15.3056,39.775,41.013,1
0_R10X156Y226,-15.3837,39.7108,40.8583,1
0_R10X156Y227,-15.3955,39.5696,40.6808,1
0_R10X156Y228,-15.4376,39.4347,40.4871,1
0_R10X156Y229,-15.4882,39.3207,40.3166,1
0_R10X156Y230,-15.5166,39.2422,40.2086,1
0_R10X156Y231,-15.5379,39.1555,40.0967,1
0_R10X157Y164,-15.1781,38.9838,40.2153,1
0_R10X157Y165,-15.1419,39.0496,40.3174,1
0_R10X157Y166,-15.1273,39.112,40.3995,1
0_R10X157Y167,-15.1065,39.1975,40.5171,1
0_R10X157Y168,-15.1133,39.3252,40.666,1
0_R10X157Y169,-15.0972,39.4615,40.8539,1
0_R10X157Y170,-15.0424,39.5411,41.0078,1
0_R10X157Y171,-14.9575,39.635,41.2172,1
0_R10X157Y172,-14.914,39.7986,41.4839,1
0_R10X157Y173,-14.9554,40.0746,41.7666,1
0_R10X157Y174,-14.9699,40.2324,41.9326,1
0_R10X157Y175,-14.9529,40.4644,42.196,1
0_R10X157Y176,-14.9909,40.698,42.3764,1
0_R10X157Y177,-15.0565,40.8768,42.4973,1
0_R10X157Y178,-15.0702,41.0343,42.6616,1
0_R10X157Y179,-15.1076,41.2001,42.8013,1
0_R10X157Y180,-15.0642,41.3482,43.0155,1
0_R10X157Y181,-15.1014,41.519,43.2176,1
0_R10X157Y182,-15.212,41.6961,43.3931,1
0_R10X157Y183,-15.2481,41.8019,43.6938,1
0_R10X157Y184,-15.3951,41.9237,44.0542,1
0_R10X157Y185,-15.6034,42.005,44.3567,1
0_R10X157Y186,-15.7838,42.0271,44.5412,1
0_R10X157Y187,-15.9447,42.0187,44.7958,1
0_R10X157Y188,-16.1338,42.0168,44.9937,1
0_R10X157Y189,-16.2969,41.9979,45.2361,1
0_R10X157Y190,-16.4802,41.9668,45.3998,1
0_R10X157Y191,-16.6022,41.8506,45.6144,1
0_R10X157Y192,-16.7643,41.753,45.741,1
0_R10X157Y193,-16.925,41.6395,45.8642,1
0_R10X157Y194,-17.1649,41.4742,46.0239,1
0_R10X157Y195,-17.3563,41.3041,46.1726,1
0_R10X157Y196,-17.5445,41.137,46.2618,1
0_R10X157Y197,-17.7043,40.9658,46.3106,1
0_R10X157Y198,-17.8815,40.6942,46.3695,1
0_R10X157Y199,-18.0094,40.4653,46.4348,1
0_R10X157Y200,-18.1597,40.2769,46.4595,1
0_R10X157Y201,-18.31,40.0576,46.5003,1
0_R10X157Y202,-18.4398,39.8547,46.5307,1
0_R10X157Y203,-18.574,39.6543,46.544,1
0_R10X157Y204,-18.6924,39.4673,46.5421,1
0_R10X157Y205,-18.7654,39.2335,46.5222,1
0_R10X157Y206,-18.8635,38.9441,46.4439,1
0_R10X157Y207,-19.0279,38.5742,46.4175,1
0_R10X157Y208,-19.1312,38.3252,46.3889,1
0_R10X157Y209,-19.2226,38.0474,46.3662,1
0_R10X157Y210,-19.365,37.6797,46.3186,1
0_R10X157Y211,-19.4735,37.3112,46.2241,1
0_R10X157Y212,-19.5585,37.0139,46.0391,1
0_R10X157Y213,-19.6049,36.6023,45.9075,1
0_R10X157Y214,-19.6735,36.1892,45.7313,1
0_R10X157Y215,-19.7149,35.9269,45.5699,1
0_R10X157Y216,-19.7537,35.6981,45.3761,1
0_R10X157Y217,-19.7597,35.4685,45.1793,1
0_R10X157Y218,-19.6699,35.298,44.9177,1
0_R10X157Y219,-19.4962,35.2139,44.595,1
0_R10X157Y220,-19.3379,35.1621,44.3585,1
0_R10X157Y221,-19.1476,35.0976,44.1476,1
0_R10X157Y222,-18.9926,35.0627,43.9207,1
0_R10X157Y223,-18.8385,35.0429,43.6604,1
0_R10X157Y224,-18.6946,35.0223,43.4602,1
0_R10X157Y225,-18.5477,35.0012,43.2243,1
0_R10X157Y226,-18.3782,34.9498,42.9475,1
0_R10X157Y227,-18.276,34.8613,42.6805,1
0_R10X157Y228,-18.2282,34.8088,42.4247,1
0_R10X157Y229,-18.1907,34.763,42.2716,1
0_R10X157Y230,-18.1718,34.7232,42.1061,1
0_R10X157Y231,-18.0905,34.6653,41.9342,1
0_R10X158Y164,-17.9339,34.4972,42.145,1
0_R10X158Y165,-17.9597,34.5424,42.3186,1
0_R10X158Y166,-18.0096,34.6019,42.4459,1
0_R10X158Y167,-18.0545,34.6455,42.6119,1
0_R10X158Y168,-18.1371,34.7186,42.8221,1
0_R10X158Y169,-18.2254,34.7781,43.0399,1
0_R10X158Y170,-18.3945,34.8415,43.328,1
0_R10X158Y171,-18.5694,34.862,43.6095,1
0_R10X158Y172,-18.6852,34.8698,43.8526,1
0_R10X158Y173,-18.7679,34.8999,44.0978,1
0_R10X158Y174,-18.9862,34.9554,44.3201,1
0_R10X158Y175,-19.212,35.0127,44.5421,1
0_R10X158Y176,-19.3603,35.054,44.8029,1
0_R10X158Y177,-19.5435,35.1476,45.0516,1
0_R10X158Y178,-19.6189,35.3323,45.346,1
0_R10X158Y179,-19.6008,35.6117,45.5824,1
0_R10X158Y180,-19.5431,35.8151,45.7691,1
0_R10X158Y181,-19.4834,36.1069,45.9516,1
0_R10X158Y182,-19.4257,36.4905,46.1069,1
0_R10X158Y183,-19.3622,36.9053,46.2781,1
0_R10X158Y184,-19.2791,37.2096,46.4624,1
0_R10X158Y185,-19.2032,37.5883,46.5371,1
0_R10X158Y186,-19.0224,37.9457,46.5965,1
0_R10X158Y187,-18.9139,38.2583,46.6019,1
0_R10X158Y188,-18.7711,38.5234,46.5848,1
0_R10X158Y189,-18.664,38.8306,46.6524,1
0_R10X158Y190,-18.5864,39.1408,46.7441,1
0_R10X158Y191,-18.4647,39.3748,46.7766,1
0_R10X158Y192,-18.3706,39.5658,46.7506,1
0_R10X158Y193,-18.201,39.7796,46.7507,1
0_R10X158Y194,-18.0208,39.9982,46.7385,1
0_R10X158Y195,-17.8654,40.2206,46.69,1
0_R10X158Y196,-17.7122,40.3962,46.6552,1
0_R10X158Y197,-17.4801,40.6553,46.5941,1
0_R10X158Y198,-17.3712,40.8533,46.5024,1
0_R10X158Y199,-17.2075,41.0375,46.4233,1
0_R10X158Y200,-17.0339,41.2222,46.3058,1
0_R10X158Y201,-16.8154,41.4207,46.1447,1
0_R10X158Y202,-16.6505,41.5393,46.0341,1
0_R10X158Y203,-16.5122,41.6343,45.9322,1
0_R10X158Y204,-16.3521,41.7385,45.8008,1
0_R10X158Y205,-16.2295,41.8582,45.6224,1
0_R10X158Y206,-16.0817,41.8852,45.4786,1
0_R10X158Y207,-15.927,41.9081,45.2794,1
0_R10X158Y208,-15.7709,41.9497,45.03,1
0_R10X158Y209,-15.6365,41.9762,44.798,1
0_R10X158Y210,-15.4935,41.9592,44.6166,1
